group_id,worker_id,prod_cd,c_url,n_url,e_url
37,3,,https://www.coupang.com/vp/products/8027092195?itemId=22436071250&vendorItemId=90301210039&sourceType=CATEGORY&categoryId=331711,https://smartstore.naver.com/main/products/9999616873,https://www.11st.co.kr/products/6708543979?&trTypeCd=21&trCtgrNo=1002145
37,4,,https://www.coupang.com/vp/products/7442586610?itemId=19356627059&vendorItemId=86469718675&sourceType=CATEGORY&categoryId=331693,https://smartstore.naver.com/main/products/3757658298,https://www.11st.co.kr/products/316701084?&trTypeCd=20&trCtgrNo=1002658
