group_id,worker_id,prod_cd,c_url,n_url,e_url
37,1,,https://www.coupang.com/vp/products/2359602915?itemId=4095599710&vendorItemId=72079577041&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/7020310492,https://www.11st.co.kr/products/7942676566?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/46050209?itemId=965433696&vendorItemId=3387829003&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/4658843137,https://www.11st.co.kr/products/6890833750?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/5931054811?itemId=10538863915&vendorItemId=89691374128&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/6419729999,https://www.11st.co.kr/products/7153868235?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/7638922765?itemId=27238761&vendorItemId=4166037089&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/5673786396,https://www.11st.co.kr/products/6740125253?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/8486063651?itemId=272882263&vendorItemId=3660235354&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/6709086920,https://www.11st.co.kr/products/7805365700?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/19731276?itemId=23409451802&vendorItemId=91350239357&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/4613053945,https://www.11st.co.kr/products/7933822134?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/8087783793?itemId=22830833812&vendorItemId=90739603853&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/7415276803,https://www.11st.co.kr/products/7678895922?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/7523677692?itemId=79683430&vendorItemId=3045267018&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/9775420149,https://www.11st.co.kr/products/7678933642?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/45507431?itemId=162661829&vendorItemId=77552060635&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/5621406295,https://www.11st.co.kr/products/6862525014?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/227626147?itemId=721361010&vendorItemId=85553261915&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/4977874456,https://www.11st.co.kr/products/7196783111?&trTypeCd=21&trCtgrNo=1001728
